Month,Rice,Filling station,Gas cylinder,Textile,iPhone,Meter,Food,Mental health,Water,Cylinder,Price,Code,Jollof rice,Liter,Pressure,Oil,Emergency telephone number,Drug,Fee,Gambling,Mixture,Gas stove,Food prices,Soup,Kitchen stove,Passport,Cooking,Stove,Charcoal,Rate,Liquid,State,Cost of living,Nigerian cuisine,Gas,Personal identification number,Savings,Cost,Outdoor recreation,Electricity,Clothing,Leisure,Pump,Kerosene heater,Rent,Health,Goods,School,Infinix,Inflation rate,Health care,Temperature,Refurbishment,Fried rice,Investment,Petroleum industry,Flight,Data,Gasoline,Cook,Footwear,Abuja,Bharti Airtel,Electricity meter,Emergency contraception,used,Hyperinflation,Credit,Public health,Recreation,Emergency,Kerosene,Health education,Fuel,Dance,Wealth,Business,Samsung,Sports betting,Printing,Fare,MTN Group,Tecno,Lagos,China,Inflation,Globacom Limited,cheap,Airplane,Deflation,Borehole,State of emergency,Used good,Drinking water,Rechargeable calling card,Tuition payments,Do it yourself,Made In China,Technology,Diesel fuel,Emergency management,Budget,Shoes,Car,Economy,Immigration,University,Import,Health insurance,Ideal gas law,Management,Industry,Unemployment,Natural environment,Monetary policy,Samsung Galaxy,Policy,Drill,Economics,Petroleum,Data plan,Toyota,Tourism,Recipe,Natural gas,Emirates Telecom,Lag_1,Lag_2,Lag_3,Lag_4,Lag_5,Lag_6,Lag_7,Lag_8,Lag_9,Lag_10,Lag_11,Lag_12,Year-on-Year Change (%)
Oct '19,22.0,35.0,36.0,55.0,48.0,38.0,67.0,52.0,60.0,38.0,62.0,48.0,38.0,29.0,61.0,66.0,29.0,52.0,68.0,20.0,64.0,63.0,0.0,63.0,20.0,48.0,36.0,27.0,56.0,30.0,73.0,26.0,54.0,19.0,40.0,37.0,66.0,80.0,0.0,63.0,65.0,31.0,71.0,0.0,74.0,76.0,63.0,67.0,84.0,0.0,80.0,44.9,43.0,33.0,28.0,6.0,64.0,66.0,27.0,3.0,64.0,71.9,49.0,0.0,48.0,0.0,9.0,81.0,39.0,67.0,18.0,44.0,72.0,4.0,65.0,67.0,0.0,79.0,77.0,30.0,38.0,40.0,17.0,74.0,45.0,45.0,65.0,0.0,8.0,21.0,34.0,3.0,38.0,28.0,0.0,24.5,25.0,20.0,45.2,39.0,57.0,43.2,72.0,59.0,40.0,10.0,10.0,57.0,37.0,12.0,36.0,46.0,42.0,58.0,29.6,29.0,37.0,64.0,31.0,10.0,1.0,63.8,51.0,37.0,5.0,10.6,11.24375477733328,11.015909411514784,11.084457023953703,11.217315895871891,11.396404772843,11.3720680389074,11.25114956972982,11.305852907969552,11.37408332788685,11.441793242378282,11.280687433579187,11.259306700019977,11.606981403706513
Nov '19,22.0,32.0,36.0,59.0,51.0,39.0,62.0,40.0,58.0,37.0,67.0,49.0,44.0,32.0,57.0,70.0,42.0,54.0,67.0,9.0,56.0,81.0,0.0,59.0,21.0,46.0,36.0,29.0,50.0,29.0,71.0,24.0,48.0,19.0,45.0,37.0,66.0,79.0,0.0,58.0,66.0,24.0,73.0,0.0,80.0,72.0,60.0,62.0,94.0,0.0,78.0,49.9,52.0,33.0,25.0,6.0,75.0,65.0,28.0,2.0,69.0,75.7,46.0,0.0,71.0,0.0,0.0,74.0,38.0,64.0,17.0,35.0,47.0,3.0,64.0,69.0,0.0,79.0,95.0,30.0,48.0,40.0,17.0,75.0,41.0,31.0,54.0,0.0,8.0,11.0,33.0,2.0,40.0,28.0,0.0,21.1,26.0,20.0,33.2,39.0,42.0,30.7,80.0,58.0,32.0,8.0,10.0,53.0,36.0,14.0,34.0,39.0,34.0,48.0,25.7,32.0,32.0,62.0,27.0,9.0,4.0,62.8,41.0,39.0,4.0,9.6,11.606981403706513,11.24375477733328,11.015909411514784,11.084457023953703,11.217315895871891,11.396404772843,11.3720680389074,11.25114956972982,11.305852907969552,11.37408332788685,11.441793242378282,11.280687433579187,11.853517762739813
Dec '19,21.0,31.0,30.4,53.0,52.0,65.0,52.0,28.0,44.0,29.0,63.0,47.0,72.0,30.0,54.0,62.0,27.0,50.0,60.0,9.0,45.0,78.0,27.0,57.0,21.0,41.0,42.0,21.0,46.0,24.0,51.0,16.0,43.0,15.0,36.0,38.0,59.0,77.0,0.0,52.0,68.0,21.0,61.0,0.0,74.0,58.0,39.0,57.0,84.0,0.0,64.0,38.9,44.0,81.0,21.0,5.0,71.0,58.0,27.0,1.0,69.0,73.8,47.0,0.0,58.0,0.0,0.0,74.0,30.0,49.0,13.0,29.0,35.0,3.0,73.0,20.0,0.0,80.0,83.0,24.0,44.0,39.0,16.0,78.0,38.0,22.0,60.0,0.0,8.0,13.0,29.0,1.0,36.0,22.0,0.0,18.9,27.0,16.0,25.1,33.0,29.0,32.6,92.0,58.0,20.0,7.0,9.0,40.0,40.0,12.0,25.0,28.0,23.0,32.0,18.8,30.0,23.0,48.0,17.0,7.0,6.0,62.8,29.0,45.0,3.0,10.6,11.853517762739813,11.606981403706513,11.24375477733328,11.015909411514784,11.084457023953703,11.217315895871891,11.396404772843,11.3720680389074,11.25114956972982,11.305852907969552,11.37408332788685,11.441793242378282,11.981569286402618
Jan '20,17.0,34.0,38.2,50.0,51.0,38.0,65.0,35.0,58.0,35.0,63.0,48.0,41.0,38.0,60.0,65.0,48.0,56.0,94.0,8.0,57.0,72.0,0.0,56.0,20.0,54.0,40.0,25.0,53.0,27.0,71.0,24.0,55.0,21.0,49.0,42.0,83.0,81.0,0.0,64.0,62.0,30.0,69.0,0.0,83.0,80.0,55.0,78.0,72.0,0.0,75.0,58.9,53.0,45.0,31.0,7.0,65.0,64.0,33.0,2.0,71.0,75.7,48.0,33.0,66.0,0.0,7.0,81.0,42.0,57.0,20.0,35.0,61.0,3.0,65.0,16.0,0.0,80.0,73.0,28.0,40.0,40.0,13.0,76.0,43.0,27.0,56.0,0.0,11.0,8.0,34.0,2.0,33.0,28.0,0.0,26.7,27.0,15.0,39.2,37.0,52.0,30.7,70.0,57.0,25.0,9.0,15.0,53.0,28.0,28.0,40.0,40.0,31.0,47.0,20.7,31.0,28.0,63.0,30.0,11.0,6.0,68.8,41.0,37.0,5.0,9.6,11.981569286402618,11.853517762739813,11.606981403706513,11.24375477733328,11.015909411514784,11.084457023953703,11.217315895871891,11.396404772843,11.3720680389074,11.25114956972982,11.305852907969552,11.37408332788685,12.132305771432115
Feb '20,17.0,34.0,37.1,51.0,47.0,44.0,72.0,43.0,70.0,45.0,60.0,47.0,42.0,41.0,70.0,67.0,58.0,66.0,61.0,54.0,77.0,65.0,0.0,57.0,21.0,50.0,41.0,26.0,59.0,29.0,85.0,23.0,54.0,24.0,55.0,45.0,79.0,79.0,0.0,75.0,71.0,26.0,74.0,0.0,78.0,81.0,67.0,64.0,60.0,0.0,87.0,57.9,49.0,37.0,31.0,7.0,64.0,63.0,33.0,2.0,62.0,72.8,45.0,41.0,50.0,0.0,0.0,77.0,38.0,63.0,24.0,42.0,70.0,3.0,66.0,68.0,0.0,86.3,45.0,34.0,38.0,38.0,14.0,78.0,57.0,33.0,50.0,0.0,9.0,13.0,42.0,4.0,33.0,40.0,0.0,20.0,25.0,15.0,41.2,39.0,65.0,30.7,67.0,55.0,38.0,10.0,11.0,52.0,18.0,42.0,44.0,45.0,49.0,64.0,27.7,31.0,38.0,78.0,37.0,10.0,5.0,71.8,44.0,36.0,5.0,9.6,12.132305771432115,11.981569286402618,11.853517762739813,11.606981403706513,11.24375477733328,11.015909411514784,11.084457023953703,11.217315895871891,11.396404772843,11.3720680389074,11.25114956972982,11.305852907969552,12.19853348404591
Mar '20,15.0,41.0,33.7,48.0,49.0,47.0,62.0,34.0,69.0,40.0,63.0,49.0,41.0,44.0,58.0,63.0,82.0,60.0,52.0,57.0,67.0,63.0,0.0,63.0,28.0,40.0,40.0,22.0,53.0,47.0,75.0,23.0,39.0,24.0,53.0,39.0,73.0,64.0,0.0,68.0,70.0,25.0,75.0,0.0,74.0,84.0,53.0,62.0,62.0,0.0,81.0,99.8,41.0,35.0,31.0,23.0,55.0,64.0,36.0,2.0,53.0,73.8,54.0,33.0,53.0,0.0,0.0,83.0,35.0,52.0,24.0,38.0,37.0,5.0,63.0,74.0,0.0,83.2,10.0,53.0,40.0,43.0,10.0,78.0,100.0,31.0,60.0,0.0,8.0,10.0,31.0,5.0,25.0,33.0,0.0,17.8,34.0,11.0,36.2,40.0,39.0,28.8,55.0,55.0,30.0,23.0,13.0,50.0,18.0,36.0,35.0,36.0,32.0,38.0,23.7,28.0,27.0,60.0,27.0,13.0,9.0,69.8,34.0,44.0,4.0,9.6,12.19853348404591,12.132305771432115,11.981569286402618,11.853517762739813,11.606981403706513,11.24375477733328,11.015909411514784,11.084457023953703,11.217315895871891,11.396404772843,11.3720680389074,11.25114956972982,12.257324804486643
Apr '20,21.0,29.0,31.5,52.0,54.0,39.0,71.0,31.0,57.0,29.0,67.0,55.0,65.0,43.0,54.0,89.0,72.0,58.0,32.0,9.0,62.0,69.0,0.0,92.0,40.0,24.0,65.0,26.0,64.0,41.0,62.0,20.0,38.0,30.0,38.0,55.0,68.0,55.0,0.0,52.0,57.0,20.0,58.0,0.0,56.0,80.0,35.0,58.0,75.0,0.0,60.0,52.9,44.0,67.0,36.0,21.0,25.0,98.0,27.0,1.0,41.0,50.1,100.0,24.0,66.0,0.0,0.0,88.0,33.0,32.0,19.0,39.0,20.0,3.0,73.0,100.0,0.0,73.8,16.0,21.0,17.0,61.0,12.0,67.0,85.0,22.0,81.0,0.0,8.0,8.0,31.0,3.0,21.0,39.0,0.0,15.6,55.0,23.0,24.1,32.0,30.0,21.1,40.0,59.0,21.0,10.0,10.0,45.0,28.0,12.0,22.0,22.0,24.0,20.0,14.8,28.0,16.0,43.0,12.0,17.0,2.0,51.9,21.0,84.0,3.0,11.6,12.257324804486643,12.19853348404591,12.132305771432115,11.981569286402618,11.853517762739813,11.606981403706513,11.24375477733328,11.015909411514784,11.084457023953703,11.217315895871891,11.396404772843,11.3720680389074,12.341464926171938
May '20,22.0,32.0,42.7,48.0,58.0,44.0,75.0,38.0,65.0,41.0,83.0,53.0,70.0,53.0,56.0,100.0,43.0,62.0,30.0,19.0,73.0,95.0,0.0,100.0,44.0,33.0,66.0,25.0,76.0,41.0,82.0,17.0,43.0,32.0,43.0,46.0,84.0,67.0,0.0,63.0,72.0,22.0,71.0,0.0,81.0,78.0,48.0,76.0,100.0,0.0,52.0,56.9,49.0,60.0,55.0,23.0,33.0,82.0,29.0,2.0,69.0,50.1,71.0,32.0,70.0,0.0,0.0,84.0,26.0,33.0,16.0,48.0,22.0,3.0,71.0,79.0,0.0,89.4,11.0,24.0,24.0,56.0,14.0,62.0,58.0,22.0,80.0,0.0,9.0,12.0,29.0,3.0,31.0,41.0,0.0,16.7,59.0,23.0,26.1,39.0,28.0,21.1,58.0,68.0,18.0,7.0,10.0,55.0,29.0,13.0,23.0,25.0,41.0,21.0,11.9,45.0,16.0,55.0,12.0,10.0,1.0,66.8,24.0,81.0,3.0,10.6,12.341464926171938,12.257324804486643,12.19853348404591,12.132305771432115,11.981569286402618,11.853517762739813,11.606981403706513,11.24375477733328,11.015909411514784,11.084457023953703,11.217315895871891,11.396404772843,12.404248786049225
Jun '20,17.0,38.0,39.4,51.0,56.0,45.0,68.0,32.0,61.0,42.0,89.0,55.0,54.0,53.0,57.0,83.0,40.0,53.0,28.0,26.0,63.0,86.0,0.0,79.0,36.0,33.0,54.0,31.0,73.0,36.0,70.0,14.0,34.0,25.0,38.0,42.0,85.0,60.0,0.0,62.0,75.0,19.0,69.0,0.0,76.0,71.0,49.0,67.0,97.0,0.0,38.0,42.9,51.0,40.0,100.0,25.0,36.0,70.0,28.0,2.0,80.0,53.0,64.0,37.0,80.0,0.0,7.0,85.0,22.0,35.0,15.0,48.0,19.0,3.0,63.0,27.0,0.0,86.3,12.0,26.0,24.0,51.0,24.0,61.0,41.0,23.0,67.0,0.0,7.0,11.0,32.0,2.0,26.0,30.0,0.0,14.4,53.0,21.0,24.1,36.0,27.0,18.2,60.0,65.0,13.0,6.0,9.0,49.0,32.0,11.0,26.0,24.0,45.0,19.0,12.8,47.0,17.0,56.0,11.0,8.0,2.0,71.8,23.0,68.0,3.0,10.6,12.404248786049225,12.341464926171938,12.257324804486643,12.19853348404591,12.132305771432115,11.981569286402618,11.853517762739813,11.606981403706513,11.24375477733328,11.015909411514784,11.084457023953703,11.217315895871891,12.558719690353897
Jul '20,18.0,38.0,42.7,66.0,56.0,42.0,62.0,32.0,62.0,45.0,83.0,55.0,86.0,43.0,51.0,79.0,24.0,49.0,29.0,30.0,61.0,86.0,19.0,69.0,35.0,31.0,26.0,29.0,68.0,35.0,72.0,15.0,31.0,24.0,41.0,44.0,78.0,59.0,0.0,57.0,81.0,19.0,68.0,52.0,71.0,64.0,46.0,61.0,93.0,0.0,36.0,37.9,50.0,42.0,62.0,24.0,46.0,67.0,27.0,31.0,84.0,52.0,60.0,30.0,71.0,0.0,5.0,88.0,22.0,28.0,12.0,45.0,21.0,4.0,61.0,74.0,0.0,81.1,14.0,26.0,40.0,52.0,30.0,60.0,43.0,21.0,62.0,0.0,8.0,10.0,27.0,1.0,30.0,31.0,0.0,12.2,49.0,17.0,23.1,37.0,21.0,16.3,71.0,63.0,12.0,6.0,8.0,45.0,31.0,12.0,27.0,23.0,49.0,17.0,10.9,38.0,15.0,51.0,9.0,8.0,23.0,72.8,19.0,62.0,3.0,8.7,12.558719690353897,12.404248786049225,12.341464926171938,12.257324804486643,12.19853348404591,12.132305771432115,11.981569286402618,11.853517762739813,11.606981403706513,11.24375477733328,11.015909411514784,11.084457023953703,12.82071751303664
Aug '20,19.0,37.0,42.7,66.0,55.0,44.0,61.0,29.0,58.0,45.0,84.0,52.0,100.0,40.0,53.0,73.0,33.0,47.0,43.0,20.0,56.0,99.0,20.0,68.0,34.0,32.0,20.0,28.0,69.0,38.0,68.0,12.0,40.0,39.0,40.0,48.0,81.0,63.0,0.0,59.0,84.0,19.0,73.0,0.0,66.0,64.0,54.0,75.0,88.0,0.0,43.0,36.9,59.0,39.0,50.0,25.0,52.0,66.0,27.0,43.0,79.0,55.8,59.0,40.0,62.0,0.0,0.0,81.0,22.0,36.0,13.0,22.0,25.0,3.0,64.0,93.0,0.0,78.0,16.0,30.0,38.0,48.0,35.0,61.0,45.0,24.0,62.0,0.0,8.0,10.0,31.0,1.0,27.0,27.0,0.0,14.4,50.0,18.0,26.1,39.0,19.0,16.3,71.0,65.0,15.0,6.0,11.0,47.0,39.0,11.0,24.0,27.0,47.0,17.0,16.8,40.0,17.0,54.0,18.0,7.0,29.0,71.8,21.0,54.0,3.0,8.7,12.82071751303664,12.558719690353897,12.404248786049225,12.341464926171938,12.257324804486643,12.19853348404591,12.132305771432115,11.981569286402618,11.853517762739813,11.606981403706513,11.24375477733328,11.015909411514784,13.219513524561435
Sep '20,16.0,54.0,38.2,64.0,56.0,40.0,57.0,32.0,50.0,37.0,82.0,49.0,66.0,40.0,50.0,65.0,29.0,43.0,44.0,18.0,48.0,80.0,22.0,60.0,27.0,32.0,19.0,25.0,59.0,39.0,60.0,13.0,35.0,52.0,38.0,46.0,78.0,58.0,0.0,62.0,81.0,16.0,73.0,0.0,65.0,59.0,41.0,94.0,85.0,5.0,39.0,31.9,49.0,37.0,43.0,25.0,52.0,62.0,38.0,41.0,67.0,60.5,58.0,50.0,44.0,0.0,0.0,76.0,24.0,40.0,13.0,29.0,32.0,5.0,56.0,74.0,5.0,72.8,15.0,25.0,37.0,45.0,29.0,60.0,43.0,24.0,58.0,0.0,7.0,6.0,29.0,1.0,22.0,25.0,0.0,14.4,39.0,16.0,23.1,37.0,21.0,16.3,72.0,65.0,15.0,6.0,14.0,45.0,35.0,9.0,20.0,24.0,40.0,19.0,13.8,37.0,17.0,49.0,11.0,8.0,27.0,64.8,26.0,48.0,3.0,7.7,13.219513524561435,12.82071751303664,12.558719690353897,12.404248786049225,12.341464926171938,12.257324804486643,12.19853348404591,12.132305771432115,11.981569286402618,11.853517762739813,11.606981403706513,11.24375477733328,13.70662921174079
Oct '20,18.0,40.0,32.6,66.0,58.0,43.0,60.0,53.0,52.0,34.0,73.0,58.0,54.0,40.0,50.0,63.0,39.0,48.0,43.0,44.0,55.0,77.0,40.0,56.0,25.0,38.0,16.0,29.0,54.0,30.0,51.0,23.0,52.0,49.0,40.0,46.0,53.0,55.0,0.0,58.0,66.0,24.0,62.0,100.0,62.0,59.0,47.0,75.0,84.0,22.0,38.0,35.9,55.0,35.0,64.0,25.0,49.0,69.0,26.0,37.0,56.0,64.3,69.0,43.0,47.0,0.0,6.0,76.0,27.0,48.0,17.0,43.0,44.0,3.0,54.0,57.0,29.0,66.5,15.0,23.0,35.0,49.0,27.0,79.0,38.0,24.0,67.0,0.0,8.0,13.0,27.0,5.0,14.0,23.0,0.0,15.6,33.0,10.0,27.1,35.0,17.0,25.9,66.0,57.0,19.0,6.0,16.0,37.0,26.0,16.0,22.0,24.0,43.0,26.0,12.8,30.0,18.0,51.0,21.0,7.0,28.0,57.8,24.0,41.0,3.0,7.7,13.70662921174079,13.219513524561435,12.82071751303664,12.558719690353897,12.404248786049225,12.341464926171938,12.257324804486643,12.19853348404591,12.132305771432115,11.981569286402618,11.853517762739813,11.606981403706513,14.232742743160088
Nov '20,20.0,38.0,39.4,74.0,57.0,54.0,63.0,36.0,57.0,41.0,82.0,60.0,52.0,47.0,61.0,59.0,37.0,49.0,44.0,62.0,64.0,80.0,38.0,54.0,36.0,36.0,16.0,25.0,50.0,35.0,56.0,26.0,39.0,44.0,39.0,50.0,67.0,55.0,0.0,66.0,79.0,25.0,70.0,0.0,60.0,64.0,54.0,61.0,89.0,32.0,45.0,42.9,52.0,35.0,60.0,26.0,54.0,65.0,29.0,34.0,65.0,60.5,53.0,37.0,44.0,0.0,7.0,80.0,28.0,55.0,14.0,46.0,51.0,4.0,52.0,55.0,33.0,73.8,14.0,26.0,37.0,45.0,37.0,68.0,39.0,30.0,59.0,0.0,7.0,12.0,30.0,1.0,13.0,25.0,0.0,18.9,31.0,10.0,34.2,36.0,16.0,26.8,77.0,56.0,22.0,7.0,16.0,44.0,21.0,22.0,28.0,28.0,43.0,38.0,19.8,34.0,24.0,58.0,25.0,11.0,25.0,62.8,32.0,37.0,4.0,6.7,14.232742743160088,13.70662921174079,13.219513524561435,12.82071751303664,12.558719690353897,12.404248786049225,12.341464926171938,12.257324804486643,12.19853348404591,12.132305771432115,11.981569286402618,11.853517762739813,14.887260666279346
Dec '20,20.0,40.0,33.7,72.0,58.0,45.0,56.0,29.0,50.0,26.0,81.0,65.0,67.0,41.0,48.0,53.0,38.0,40.0,43.0,58.0,59.0,77.0,22.0,54.0,64.0,37.0,16.0,23.0,51.0,38.0,45.0,22.0,39.0,53.0,33.0,53.0,66.0,54.0,0.0,51.0,79.0,19.0,65.0,0.0,61.0,54.0,44.0,56.0,88.0,19.0,37.0,38.9,54.0,88.0,42.0,23.0,59.0,62.0,26.0,47.0,60.0,63.4,72.0,36.0,58.0,0.0,6.0,80.0,26.0,50.0,13.0,36.0,38.0,3.0,57.0,55.0,31.0,76.9,14.0,24.0,49.0,61.0,40.0,69.0,40.0,23.0,88.0,0.0,7.0,10.0,31.0,1.0,15.0,22.0,0.0,15.6,31.0,10.0,24.1,34.0,10.0,23.0,77.0,59.0,16.0,16.0,14.0,39.0,14.0,15.0,22.0,21.0,43.0,23.0,14.8,37.0,18.0,52.0,16.0,12.0,26.0,62.8,23.0,45.0,3.0,10.6,14.887260666279346,14.232742743160088,13.70662921174079,13.219513524561435,12.82071751303664,12.558719690353897,12.404248786049225,12.341464926171938,12.257324804486643,12.19853348404591,12.132305771432115,11.981569286402618,15.753386647855876
Jan '21,16.0,40.0,43.9,55.0,60.0,54.0,59.0,40.0,54.0,31.0,91.0,72.0,49.0,43.0,51.0,59.0,33.0,47.0,60.0,51.0,62.0,77.0,20.0,60.0,68.0,41.0,16.0,26.0,47.0,36.0,54.0,25.0,47.0,51.0,38.0,48.0,80.0,62.0,0.0,57.0,72.0,20.0,67.0,44.0,70.0,61.0,44.0,92.0,83.0,28.0,37.0,40.9,55.0,50.0,45.0,25.0,52.0,63.0,29.0,48.0,65.0,64.3,73.0,34.0,68.0,0.0,0.0,72.0,32.0,45.0,15.0,34.0,39.0,3.0,50.0,77.0,37.0,82.1,11.0,25.0,39.0,72.0,40.0,61.0,43.0,24.0,97.0,0.0,8.0,7.0,29.0,2.0,14.0,38.0,0.0,20.0,30.0,12.0,31.1,34.0,16.0,22.1,65.0,61.0,17.0,8.0,20.0,45.0,19.0,21.0,27.0,26.0,61.0,27.0,14.8,43.0,22.0,45.0,20.0,15.0,24.0,69.8,26.0,39.0,4.0,12.5,15.753386647855876,14.887260666279346,14.232742743160088,13.70662921174079,13.219513524561435,12.82071751303664,12.558719690353897,12.404248786049225,12.341464926171938,12.257324804486643,12.19853348404591,12.132305771432115,16.466347283844
Feb '21,18.0,45.0,41.6,61.0,60.0,59.0,70.0,50.0,73.0,45.0,84.0,59.0,45.0,46.0,67.0,59.0,35.0,57.0,59.0,49.0,80.0,66.0,33.0,54.0,66.0,38.0,17.0,35.0,47.0,37.0,69.0,38.0,42.0,44.0,44.0,46.0,77.0,64.0,0.0,68.0,74.0,29.0,78.0,0.0,62.0,76.0,63.0,68.0,71.0,37.0,63.0,57.9,44.0,38.0,49.0,21.0,50.0,66.0,33.0,80.0,63.0,63.4,60.0,28.0,62.0,0.0,7.0,80.0,40.0,68.0,20.0,41.0,71.0,4.0,54.0,65.0,52.0,70.7,12.0,29.0,38.0,49.0,37.0,58.0,42.0,38.0,64.0,0.0,13.0,16.0,38.0,4.0,17.0,34.0,15.0,17.8,27.0,17.0,41.2,40.0,27.0,25.9,63.0,62.0,34.0,7.0,19.0,46.0,27.0,44.0,37.0,36.0,74.0,54.0,27.7,38.0,36.0,71.0,36.0,19.0,24.0,65.8,35.0,37.0,11.0,8.7,16.466347283844,15.753386647855876,14.887260666279346,14.232742743160088,13.70662921174079,13.219513524561435,12.82071751303664,12.558719690353897,12.404248786049225,12.341464926171938,12.257324804486643,12.19853348404591,17.33489631363041
Mar '21,17.0,45.0,42.7,68.0,56.0,66.0,76.0,50.0,73.0,50.0,81.0,60.0,50.0,49.0,73.0,59.0,38.0,60.0,56.0,52.0,86.0,65.0,57.0,65.0,67.0,39.0,18.0,35.0,52.0,35.0,77.0,39.0,47.0,52.0,51.0,46.0,83.0,68.0,0.0,69.0,86.0,28.0,85.0,0.0,68.0,72.0,70.0,66.0,71.0,38.0,60.0,56.9,56.0,37.0,44.0,4.0,61.0,65.0,37.0,100.0,77.0,64.3,57.0,30.0,44.0,0.0,6.0,82.0,40.0,65.0,18.0,41.0,65.0,6.0,50.0,67.0,61.0,75.9,12.0,28.0,38.0,50.0,42.0,60.0,43.0,44.0,57.0,0.0,8.0,17.0,45.0,2.0,25.0,40.0,66.0,17.8,47.0,22.0,39.2,41.0,23.0,25.9,69.0,60.0,32.0,6.0,18.0,45.0,33.0,56.0,35.0,39.0,82.0,51.0,30.6,36.0,37.0,77.0,32.0,20.0,21.0,62.8,35.0,38.0,24.0,7.7,17.33489631363041,16.466347283844,15.753386647855876,14.887260666279346,14.232742743160088,13.70662921174079,13.219513524561435,12.82071751303664,12.558719690353897,12.404248786049225,12.341464926171938,12.257324804486643,18.171367740526605
Apr '21,16.0,44.0,36.0,55.0,59.0,58.0,65.0,46.0,66.0,40.0,78.0,63.0,50.0,43.0,59.0,54.0,32.0,55.0,63.0,6.0,65.0,65.0,31.0,60.0,68.0,40.0,27.0,37.0,50.0,35.0,58.0,31.0,44.0,45.0,40.0,52.0,61.0,62.0,0.0,64.0,62.0,24.0,74.0,0.0,65.0,62.0,55.0,58.0,68.0,41.0,57.0,42.9,55.0,43.0,37.0,2.0,53.0,61.0,26.0,55.0,65.0,60.5,64.0,34.0,53.0,0.0,5.0,80.0,37.0,57.0,17.0,40.0,45.0,3.0,50.0,64.0,50.0,74.8,11.0,30.0,36.0,52.0,43.0,57.0,44.0,38.0,56.0,0.0,7.0,15.0,38.0,3.0,29.0,34.0,67.0,18.9,75.0,18.0,35.2,39.0,16.0,20.1,69.0,60.0,23.0,6.0,20.0,41.0,24.0,36.0,29.0,28.0,60.0,35.0,20.7,38.0,23.0,58.0,23.0,16.0,22.0,60.8,29.0,41.0,23.0,7.7,18.171367740526605,17.33489631363041,16.466347283844,15.753386647855876,14.887260666279346,14.232742743160088,13.70662921174079,13.219513524561435,12.82071751303664,12.558719690353897,12.404248786049225,12.341464926171938,18.116735352723936
May '21,16.0,42.0,40.5,58.0,56.0,52.0,65.0,44.0,66.0,51.0,83.0,61.0,49.0,48.0,58.0,56.0,58.0,58.0,57.0,8.0,62.0,66.0,57.0,57.0,64.0,40.0,42.0,38.0,50.0,31.0,58.0,24.0,50.0,19.0,41.0,61.0,66.0,58.0,35.0,65.0,70.0,28.0,70.0,0.0,71.0,63.0,53.0,56.0,70.0,34.0,54.0,43.9,42.0,38.0,34.0,3.0,53.0,65.0,27.0,14.0,68.0,57.7,65.0,30.0,66.0,0.0,5.0,77.0,34.0,63.0,17.0,41.0,48.0,3.0,51.0,69.0,51.0,69.6,11.0,29.0,36.0,47.0,45.0,55.0,47.0,39.0,55.0,0.0,15.0,24.0,33.0,2.0,26.0,31.0,70.0,17.8,83.0,19.0,36.2,39.0,30.0,19.2,60.0,57.0,21.0,8.0,18.0,38.0,20.0,32.0,25.0,28.0,52.0,35.0,22.7,39.0,24.0,64.0,25.0,17.0,21.0,59.8,28.0,37.0,23.0,6.7,18.116735352723936,18.171367740526605,17.33489631363041,16.466347283844,15.753386647855876,14.887260666279346,14.232742743160088,13.70662921174079,13.219513524561435,12.82071751303664,12.558719690353897,12.404248786049225,17.933081938205618
Jun '21,18.0,51.0,48.4,66.0,60.0,57.0,73.0,48.0,72.0,66.0,80.0,61.0,50.0,51.0,67.0,61.0,43.0,65.0,63.0,3.0,81.0,72.0,72.0,62.0,70.0,48.0,47.0,46.0,54.0,38.0,79.0,26.0,64.0,21.0,57.0,46.0,77.0,62.0,69.0,71.0,86.0,28.0,72.0,0.0,67.0,73.0,63.0,69.0,81.0,49.0,64.0,51.9,55.0,35.0,32.0,5.0,56.0,70.0,31.0,11.0,64.0,63.4,67.0,34.0,52.0,0.0,14.0,78.0,42.0,67.0,20.0,45.0,59.0,3.0,55.0,72.0,63.0,73.8,10.0,57.0,35.0,52.0,43.0,60.0,45.0,52.0,57.0,0.0,8.0,22.0,33.0,3.0,18.0,31.0,74.0,20.0,100.0,18.0,42.2,40.0,42.0,24.0,59.0,60.0,35.0,7.0,21.0,46.0,25.0,48.0,28.0,34.0,56.0,45.0,24.7,37.0,32.0,71.0,29.0,20.0,22.0,59.8,31.0,36.0,26.0,6.7,17.933081938205618,18.116735352723936,18.171367740526605,17.33489631363041,16.466347283844,15.753386647855876,14.887260666279346,14.232742743160088,13.70662921174079,13.219513524561435,12.82071751303664,12.558719690353897,17.750757261900702
